id	length	tokens	group	pubYear	title	author	source	lat	lon	incipit	
608	166	27	Märchen	1819–1820	Der Wundervogel	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Erster+Band/Das+Buch+der+M%C3%A4hrchen/Der+Wundervogel			Es lebten einmal in einem Lande sechs Jünglinge, die waren mit einander aufgewachsen und zusammen in die Schule gegangen, und hatten sich von Grunde des Herzens lieb.
609	219	37	Märchen	1819–1820	Der tüchtige Bursche, oder gut Kegel- und gut Kartenspiel	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Erster+Band/Das+Buch+der+M%C3%A4hrchen/Der+t%C3%BCchtige+Bursche,+oder+gut+Kegel-+und+gut+Kartenspiel			Es war einmal ein alter reicher und großer Herr, der hatte ein einziges Töchterlein, das war wunderschön, und die schönste Jungfrau im ganzen Lande, die wollte er verheirathen, ehe er stürbe, es war aber kein Freier da.
610	167	27	Märchen	1819–1820	Die Nebelkappe	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Erster+Band/Das+Buch+der+M%C3%A4hrchen/Die+Nebelkappe			Die Hannse kommen freilich, wie Ihr schon gelesen habt, gar häufig durch ihre Dummheit fort, aber allemal doch nicht, zumal dann nicht, wenn sie dabei hochmüthig sind.
611	90	14	Märchen	1819–1820	Das Glückskind	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/1.+Das+Gl%C3%BCckskind			Ein armer Bauersmann, welcher Martin hieß, hatte zwei Kinder, die er gar herzinnig liebte.
612	182	29	Märchen	1819–1820	Das gutmüthige Mäuschen	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/2.+Das+gutm%C3%BCthige+M%C3%A4uschen			Es war einmal ein König und eine Königin, die waren gar herzensgut, und wollten alle ihre Unterthanen glücklich machen und froh; und suchten das auszurichten, so sehr sie vermochten.
613	252	40	Märchen	1819–1820	Rothkäppchen	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/3.+Rothk%C3%A4ppchen			Es war einmal ein klein lieb hübsches Mädchen gewesen, welches alle Leute lieb hatten, weil es so freundlich und zuthulich war, das ward Rothkäppchen geheißen, weil ihm seine Mutter immer ein rothes Käppchen anzog, welches dem Kinde am liebsten gefiel.
614	115	20	Märchen	1819–1820	Das Röslein	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/4.+Das+R%C3%B6slein			Es lebte ein reicher, reicher Kaufmann im Morgenlande, der ein recht sehr lieber und guter Mann war, und Hali hieß.
615	167	29	Märchen	1819–1820	Martin und Ilse	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/5.+Martin+und+Ilse			Martin und Ilse waren Bruder und Schwester, und waren recht sehr arme Kinder, denn die Aeltern hatten noch viel Kinder mehr und konnten ihnen nicht satt zu eßen geben.
616	78	14	Märchen	1819–1820	Die Schlange	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/6.+Die+Schlange			Es ging ein armer Jüngling in dem Dienst eines Königs, dem er aufwarten mußte.
617	93	16	Märchen	1819–1820	Der tapfere Schneider	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/7.+Der+tapfere+Schneider			Es war ein klein Städtlein, wo ein Schneider drinn wohnte, der machte den Leuten die Kleider.
618	350	58	Märchen	1819–1820	Die goldene Gans	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/8.+Die+goldene+Gans			Ein armer Bauersmann hatte drei Söhne, die waren denn alle drei nicht eben mit so viel Verstand versehen, daß sie davon hätten abgeben können; aber die beiden Aeltesten waren sehr hochmüthig und glaubten, sie seien gewaltig kluge Menschen und nur der Jüngste sei dumm, weil er blos gutmüthig und gefällig war, und machte kein Prahlens von ihm selbst.
619	130	23	Märchen	1819–1820	Hans mein Igel	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/9.+Hans+mein+Igel			Ein reicher Bauer hatte kein Kind, und das betrübte ihn sehr, denn er wußte nun nicht, wem er sein vieles Geld hinterlaßen sollte.
620	235	40	Märchen	1819–1820	Der ganz kleine Däumerling	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/10.+Der+ganz+kleine+D%C3%A4umerling			Ein armer Dorfschneider hatte einen Sohn, der war ganz klein geblieben, denn weil er niemals satt zu eßen hatte, konnt er nicht wachsen, und war nicht größer geworden, als ein guter Mannsdaumen, aber Herz hatte er wohl drei Ellen hoch.
621	166	27	Märchen	1819–1820	Das kluge Schneiderlein	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/11.+Das+kluge+Schneiderlein			In der alten Zeit war einmal eine Prinzeßin, die war recht hochmüthig auf ihre Schönheit und auf das Land, welches sie regierte, nachdem ihre Aeltern gestorben waren.
622	161	27	Märchen	1819–1820	Die sechs Diener	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/12.+Die+sechs+Diener			Eine alte Königin hatte ein großes Reich und eine schöne Tochter, welche die schönste war auf der ganzen Welt, und freieten große Könige und Prinzen um dieselbe.
623	161	25	Märchen	1819–1820	Der Hauptmann Felsenschneider und seine Gefährten	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/13.+Der+Hauptmann+Felsenschneider+und+seine+Gef%C3%A4hrten			Es gab eben keine Kriege in Afrika und Asien mehr, wo der Hauptmann Felsenschneider sengen, brennen, stechen, hauen und nach Herzenslust eßen und trinken konnte.
624	69	11	Märchen	1819–1820	Prinz Krummbuckel und Prinzeß Murmelthierchen	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/14.+Prinz+Krummbuckel+und+Prinze%C3%9F+Murmelthierchen			Der König Zornrunzel herrschte in einem großen Lande in der Tartarei.
625	192	28	Märchen	1819–1820	Die Zauberflöte	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/15.+Die+Zauberfl%C3%B6te			Nicht weit von der Hauptstadt des Landes Kohrasan, mitten in einem unendlich großen Walde, lag ein wunderherrliches Schloß, welches vor Jahrtausenden ein König der Geister hatte erbauen laßen.
626	178	28	Märchen	1819–1820	Das Goldvögelein	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/16.+Das+Goldv%C3%B6gelein			Es waren zwei Besenbinderjungen, die eine Schwester hatten, und waren alle drei herzgute Menschen, die aber wenig zu brocken und zu beißen hatten, seitdem die Aeltern todt waren.
627	129	23	Märchen	1819–1820	Die drei Federn	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/17.+Die+drei+Federn			Es hatte ein König drei Söhne, unter welchen der Jüngste für ein Bißchen dumm gehalten wurde, weil er so still und friedlich war.
628	66	11	Märchen	1819–1820	Die Nelke	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/18.+Die+Nelke			Ein König hatte sich lange besonnen, wem er wohl heirathen sollte.
629	104	18	Märchen	1819–1820	Das Waßer des Lebens	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/19.+Das+Wa%C3%9Fer+des+Lebens			Ein König, der drei Söhne hatte, wurde so krank, so sehr krank, daß keine Arztneien mehr helfen wollten.
630	280	46	Märchen	1819–1820	Der dumme Xailun	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/20.+Der+dumme+Xailun			Der Xailun nämlich war hübscher Leute Kind zu Bagdad, und fehlte ihm eben gar nichts als ein wenig Menschenverstand, oder so Etwas Aehnliches, was wie Verstand aussahe, womit viele vornehme und gelahrte Leute sich gar gut durch die Welt helfen, und für gar witzig gehalten werden.
631	358	54	Märchen	1819–1820	Einige Stückchen von Rübezahl	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/21.+Einige+St%C3%BCckchen+von+R%C3%BCbezahl			Rübezahl hatte schon Jahrtausende zuvor, ehe noch Menschen daselbst wohnten, im Riesengebirge gehaust, denn er war der Geist des Gebirges, der in den innersten Tiefen und Schluchten deßelben eigentlich sein Wesen treiben und über die Berggeister Aussicht führen mußte, welche Gold und Silber und anderes Metall, oder böse Gifte und Wetter zu bereiten hatten.
632	134	20	Märchen	1819–1820	Mograby	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/22.+Mograby			Der fluchwürdigste Zauberer und der größeste an Gewalt, der ärgste aber an Bosheit war Mograby, das furchtbarste Werkzeug des Zatanai.
633	235	38	Märchen	1819–1820	Der Goldvogel, das Goldpferd und die Prinzeßin	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/23.+Der+Goldvogel,+das+Goldpferd+und+die+Prinze%C3%9Fin			Ein König hatte in seinem Garten einen großen weitgeasteten Baum, der trug alljährlich viel goldene Aepfel, und Gold liebte der König gar sehr, denn je mehr der Baum Aepfel trug, desto mehr Abgaben konnte er seinen Unterthanen erlaßen.
634	207	32	Märchen	1819–1820	Die Söhne der Quelle	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/24.+Die+S%C3%B6hne+der+Quelle			Ein König hatte eine schöne Stieftochter, die er nicht leiden konnte, denn alle Prinzen, die an des Königs Hof kamen, wollten die Stieftochter heirathen, aber nach seinen eigenen Töchtern fragte kein Mensch.
635	306	53	Märchen	1819–1820	Viole und Holdherz	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/25.+Viole+und+Holdherz			Ein König und eine Königin hatten eine einzige Tochter, und waren sehr glücklich in ihrem Besitz, denn es war ein sanftes, sittsames und frommes Kind, und die Aeltern freuten sich, wenn sie daßelbe nur ansahen, und den Leuten am Hofe war es fast eben so, wiewohl dergleichen an Höfen sehr selten sein soll.
636	186	28	Märchen	1819–1820	Prinz Beder	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/26.+Prinz+Beder			Es hat immer solche Ungläubige gegeben, wie es ihrer heutiges Tags noch genug gibt, die zu Trotz aller sichern und wahrhaftigen Nachrichten, dennoch an keine Meermenschen glauben wollen.
637	95	12	Märchen	1819–1820	Die Brunnennixe	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/27.+Die+Brunnennixe			In Schwabenland lebte ein mannlicher Ritter, Wackerbart genannt, auf seinem festen Raubschloße.
638	335	51	Märchen	1819–1820	Kalmückische Mährchen, 1	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/1.+%5BEs+lebten+in+Mittelindien+sieben+weise+Zaubermeister,+die+hatten%5D			Es lebten in Mittelindien sieben weise Zaubermeister, die hatten viel Lehrlinge ihrer Kunst; aber die Lehrlinge lernten nicht viel, denn die Meister oder Profeßoren waren so weise, daß sie die Schüler eben nicht sehr mit Weisheit überhäuften, und viel Ferien gaben, damit die Schüler Zeit hätten, Alles von sich selbst herauszubringen.
639	97	15	Märchen	1819–1820	Kalmückische Mährchen, 2	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/2.+%5BEine+Frau+in+Indien+brachte+statt+eines+Menschen+ein+h%C3%A4%C3%9Fliches%5D			Eine Frau in Indien brachte statt eines Menschen ein häßliches Wunderding zur Welt, einen Maßang.
640	45	6	Märchen	1819–1820	Kalmückische Mährchen, 3	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/3.+%5BIn+einem+gl%C3%BCcklichen+Lande+herschte+G%C3%BCchanas.+Dieser+Chan+hatte%5D			In einem glücklichen Lande herschte Güchanas.
641	125	20	Märchen	1819–1820	Kalmückische Mährchen, 4	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/4.+%5BVor+alter+Zeit+lebte+ein+Hausvater+in+einem+bl%C3%BChenden+Lande,+der%5D			Vor alter Zeit lebte ein Hausvater in einem blühenden Lande, der hatte drei Töchter, die abwechselnd die Kälber hüten mußten.
642	155	27	Märchen	1819–1820	Kalmückische Mährchen, 5	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/5.+%5BEin+Chans+Sohn+verliebte+sich+in+ein+M%C3%A4dchen+voll+Sch%C3%B6nheit+und%5D			Ein Chans Sohn verliebte sich in ein Mädchen voll Schönheit und Tugend und Geist, das zwei Meilen weit von ihm wohnte, und sagte: »Du bist meine Gemahlin!«
643	166	28	Märchen	1819–1820	Kalmückische Mährchen, 6	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/6.+%5BIn+fr%C3%BCher+Zeit+lebte+der+Sohn+eines+Priesters,+der+verkaufte+seinen%5D			In früher Zeit lebte der Sohn eines Priesters, der verkaufte seinen Acker und kaufte dafür drei Klaftern Tuch, Handel damit zu treiben und reiste in ein anderes Land.
644	117	19	Märchen	1819–1820	Kalmückische Mährchen, 7	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/28.+Kalm%C3%BCckische+M%C3%A4hrchen/7.+%5BEs+herrschte+in+uralter+Zeit+ein+m%C3%A4chtiger+Khan+%C3%BCber+ein+gro%C3%9Fes%5D			Es herrschte in uralter Zeit ein mächtiger Khan über ein großes Land voller Marktplätze, in welchen viel Volks lebte.
645	225	39	Märchen	1819–1820	Kodadad	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/29.+Kodadad			Ein König von Babylon war gewaltig mächtig, denn er war ein König und hatte viele Titel, und das ganze große Land, welches nach seinem Bedünken blos für ihn geschaffen war, stand ihm mit allen Menschen und Schätzen zu Gebote.
646	309	47	Märchen	1819–1820	Das Zauberpferd	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/30.+Das+Zauberpferd			In der uralten Heidenzeit wurde in Persien das Fest des Neujahrs mit großen Gelärm, mit Schauspielen, Tänzen und Gaucklerkünsten, mit Klang und Sang, mit Saus und Braus und Schmaus wohl vierzehn Tage hintereinander gefeiert, und vierzehn Tage gingen noch nachher darauf, sich von den Freudenfesten zu erholen.
647	48	8	Märchen	1819–1820	Ahmed und Paribanu	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/31.+Ahmed+und+Paribanu			Ein mächtiger König von Indien hatte drei Söhne.
648	333	52	Märchen	1819–1820	Der gelbe Zwerg	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/32.+Der+gelbe+Zwerg			Eine Königin hatte von vielen Töchtern nur eine einzige übrig behalten, die aber soviel werth war als hundert andere; das heißt, ihre Schönheit war so entsetzlich grausam schön, daß hundert der schönsten Prinzeßinnen auf Erden zusammen genommen so schön nicht waren, als sie allein, und darum wurde sie mit Recht Wunderschön genannt.
649	122	21	Märchen	1819–1820	Dornröschen	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/33.+Dornr%C3%B6schen			Eine Königin hätte sogern, ach sogar allzugern ein Kind gehabt, und bekam doch keins, so sehr sie sich auch eins wünschte.
650	285	47	Märchen	1819–1820	Der glückliche Holzhacker	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/34.+Der+gl%C3%BCckliche+Holzhacker			Ein König hatte seine hübsche Tochter und sein Land demjenigen versprochen, der ihm die drei goldenen Haare bringen würde, die auf dem Kopfe eines großen Popanzmännchen saßen, der dreißig Ellen lang war und weit davon in einem Walde wohnte, in einem großen Schloße tief unter der Erde.
651	256	41	Märchen	1819–1820	Der Eisenofen	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/35.+Der+Eisenofen			Eine alte böse Zauberhexe hatte einen liebenswürdigen und reichen Jüngling verwünscht, aber warum? das weiß ich nicht, ich denke aber darum, weil die Bösen das Böse nicht mehr laßen können, wenns ihnen auch nichts hilft, sondern wenn es Andern nur schadet.
652	294	47	Märchen	1819–1820	Der Jäger	Johann Andreas Christian Löhr	http://www.zeno.org/Literatur/M/L%C3%B6hr,+Johann+Andreas+Christian/M%C3%A4rchen/Das+Buch+der+M%C3%A4hrchen/Zweiter+Band/Das+Buch+der+M%C3%A4hrchen/36.+Der+J%C3%A4ger			Ein junger Bursch hatte das Schloßerhandwerk gelernt und war eine feine Weile in der Welt umhergezogen, als ihm sein Handwerk nicht mehr gefallen wollte, weil es eben nicht viel Verdienst brachte, indem zur selben Zeit die Leute so ehrlich waren, daß sie weder Schlößer noch Schlüßel brauchten.
653	162	29	Märchen	1852	Der Schäfer und die drei Riesen	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/1.+Der+Sch%C3%A4fer+und+die+drei+Riesen			Es war einmal ein Edelmann, der besaß viel Geld und Gut und bekam immer noch mehr; das kam aber daher, weil er seine einzige Tochter dem Teufel versprochen hatte.
654	132	24	Märchen	1852	Das Vöglein auf der Eiche	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/2.+Das+V%C3%B6glein+auf+der+Eiche			Ein Holzhauer arbeitete oftmals im Walde, und um keine Zeit zu verlieren, ließ er sich von seiner Frau das Eßen in den Wald bringen.
655	234	40	Märchen	1852	Der Räuber und die Hausthiere	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/3.+Der+R%C3%A4uber+und+die+Hausthiere			Da war einmal ein Müllerknecht, der hatte seinem Herrn schon viele Jahre lang treu und fleißig gedient, und war alt geworden in der Mühle, also, daß die schwere Arbeit, die er hier zu verrichten hatte, endlich über seine Kräfte gieng.
656	198	32	Märchen	1852	Aschengrittel	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/4.+Aschengrittel			Ein junges Mädchen hatte eine Stiefmutter und zwei Stiefschwestern, die es alle mit einander beständig zankten und quälten und neckten, also, daß das arme Kind schon früh recht viel zu leiden hatte.
657	134	24	Märchen	1852	Der kranke König und seine drei Söhne	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/5.+Der+kranke+K%C3%B6nig+und+seine+drei+S%C3%B6hne			Da war einmal ein König von England, der war schon viele viele Jahre krank gewesen, und kein Doktor in ganz England konnte ihm helfen.
658	193	32	Märchen	1852	Donner, Blitz und Wetter	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/6.+Donner,+Blitz+und+Wetter			Es war einmal ein alter König, der hatte einen Sohn und drei Töchter und verordnete, als er seinen letzten Willen aussprach, daß die Töchter erst sechs Jahre nach seinem Tode heirathen sollten.
659	233	44	Märchen	1852	Von drei Schwänen	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/7.+Von+drei+Schw%C3%A4nen			Es war einmal ein Jäger, der war sehr betrübt, weil ihm seine Frau gestorben war, und gieng oft ganz allein im Walde herum und dachte, ob er wohl noch eine zweite Frau finden möchte, die er eben so lieb haben könnte, als seine erste.
660	288	50	Märchen	1852	Die vier Brüder	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/8.+Die+vier+Br%C3%BCder			Es waren einmal vier Brüder, die hießen Hans, Jörg, Jockel und Michel, davon war der erste ein Scharfschütz, der zweite ein Windbläser, der dritte ein Läufer und der vierte, der Michel, der war so stark, daß er die dicksten Eichen nur so spielend wie Grashalme aus der Erde rupfen konnte.
661	57	9	Märchen	1852	Die Schultheißen-Wahl	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/9.+Die+Schulthei%C3%9Fen-Wahl			In einem Dorfe mußte ein neuer Schultheiß gewählt werden.
662	143	26	Märchen	1852	Hans und der Teufel	Ernst Meier	http://www.zeno.org/Literatur/M/Meier,+Ernst/M%C3%A4rchen/Deutsche+Volksm%C3%A4rchen+aus+Schwaben/10.+Hans+und+der+Teufel			Hans sollte wandern und hatte gar keine Lust dazu und sagte: »wenn doch nur der Teufel käm' und mir Geld brächte, daß ich nicht fort brauchte!«
